codigo,descripcion,nivel,ponderacion_publicada,ponderacion,nota,padre,fuente,archivo_origen
30403000,CALZADOS PARA NIÑOS Y NIÑAS,3,"0,293",0.293,,30400000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
30403062,ZAPATOS DEPORTIVOS PARA NIÑAS,4,"0,148",0.148,,30403000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
30403063,ZAPATO ESCOLAR PARA NIÑOS Y NIÑAS,4,"0,028",0.028,,30403000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
30403064,ZAPATOS DEPORTIVOS PARA NIÑOS,4,"0,037",0.037,,30403000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
30403065,ZAPATILLAS PARA NIÑOS Y NIÑAS,4,"0,032",0.032,,30403000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
30403066,ZAPATOS DE VESTIR PARA NIÑAS,4,"0,048",0.048,,30403000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
40000000,"ALOJAMIENTO, MANTENIMIENTO, REPARACIÓN Y SERVICIOS PARA LA VIVIENDA",1,"10,320",10.32,descripcion_armada_de_lineas_vecinas,0,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
40100000,ALOJAMIENTO,2,"3,557",3.557,,40000000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
40101000,ALQUILERES,3,"3,557",3.557,,40100000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
40101001,ALQUILER DE VIVIENDA,4,"3,557",3.557,,40101000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
40200000,MANTENIMIENTO Y REPARACIÓN DE LA VIVIENDA,2,"0,440",0.44,,40000000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
40201000,MATERIALES PARA LA REPARACIÓN DE LA VIVIENDA,3,"0,440",0.44,,40200000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
40201002,CEMENTO,4,"0,072",0.072,,40201000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
40201003,LADRILLOS,4,"0,062",0.062,,40201000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
40201004,VIDRIO PARA VENTANAS,4,"0,060",0.06,,40201000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
40201005,PINTURAS AL ACEITE Y AL AGUA,4,"0,078",0.078,,40201000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
40201006,ACCESORIOS PARA EL BAÑO,4,"0,168",0.168,,40201000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
40300000,SERVICIOS DE MANTENIMIENTO DE LA VIVIENDA,2,"0,350",0.35,,40000000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
40301000,SERVICIOS DE MANTENIMIENTO Y REPARACIÓN DE LA VIVIENDA,3,"0,350",0.35,,40300000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
40301007,SERVICIOS DE ELECTRICISTA,4,"0,093",0.093,,40301000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
40301008,SERVICIOS DE PINTOR,4,"0,169",0.169,,40301000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
40301009,SERVICIOS DE PISERO O AZULEJISTA,4,"0,088",0.088,,40301000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
40400000,SERVICIOS BÁSICOS PARA LA VIVIENDA,2,"1,171",1.171,,40000000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
40401000,SERVICIOS DE SUMINISTRO DE AGUA Y RECOLECCIÓN DE BASURA,3,"1,171",1.171,,40400000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
40401010,CONSUMO DE AGUA CORRIENTE,4,"0,871",0.871,,40401000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
40401011,RECOLECCIÓN DE BASURA,4,"0,250",0.25,,40401000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
40401012,SERVICIOS DE LIMPIEZA,4,"0,050",0.05,,40401000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
40500000,SERVICIOS DE SUMINISTRO DE ELECTRICIDAD Y COMBUSTIBLE PARA EL HOGAR,2,"4,802",4.802,descripcion_armada_de_lineas_vecinas,40000000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
40501000,SERVICIOS DE SUMINISTRO DE ELECTRICIDAD,3,"3,492",3.492,,40500000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
40501013,CONSUMO DE ENERGÍA ELÉCTRICA,4,"3,492",3.492,,40501000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
40502000,COMBUSTIBLES LÍQUIDOS PARA EL HOGAR,3,"0,858",0.858,,40500000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
40502014,GAS LICUADO DE USO DOMÉSTICO,4,"0,858",0.858,,40502000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
40503000,COMBUSTIBLES SÓLIDOS PARA EL HOGAR,3,"0,452",0.452,,40500000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
40503015,CARBÓN,4,"0,452",0.452,,40503000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50000000,MUEBLES Y ARTÍCULOS PARA EL HOGAR,1,"7,956",7.956,,0,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50100000,MUEBLES PARA EL HOGAR,2,"1,131",1.131,,50000000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50101000,MUEBLES DE SALA,3,"0,215",0.215,,50100000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50101001,JUEGO DE LIVING,4,"0,176",0.176,,50101000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50101002,MODULAR PARA SALA,4,"0,039",0.039,,50101000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50102000,MUEBLES DE COMEDOR,3,"0,128",0.128,,50100000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50102003,JUEGO DE COMEDOR,4,"0,128",0.128,,50102000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50103000,MUEBLES DE DORMITORIO,3,"0,628",0.628,,50100000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50103004,CAMA CAMERA,4,"0,093",0.093,,50103000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50103005,CAMA TIPO SOMMIER,4,"0,284",0.284,,50103000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50103006,CUNA,4,"0,051",0.051,,50103000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50103007,COLCHÓN,4,"0,051",0.051,,50103000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50103008,CÓMODA,4,"0,047",0.047,,50103000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50103009,PLACARD,4,"0,102",0.102,,50103000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50104000,MUEBLES DE COCINA,3,"0,084",0.084,,50100000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50104010,MUEBLES DE COCINA,4,"0,084",0.084,,50104000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50105000,MUEBLES DE JARDÍN O PATIO,3,"0,077",0.077,,50100000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50105011,JUEGO DE SILLAS Y MESAS PARA JARDÍN,4,"0,077",0.077,,50105000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50200000,ARTÍCULOS DE DORMITORIO Y BAÑOS,2,"0,170",0.17,,50000000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50201000,ARTÍCULOS DE DORMITORIO,3,"0,129",0.129,,50200000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50201012,EDREDÓN,4,"0,039",0.039,,50201000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50201013,SÁBANAS,4,"0,090",0.09,,50201000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50202000,ARTÍCULOS DE BAÑOS,3,"0,041",0.041,,50200000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50202014,TOALLA,4,"0,041",0.041,,50202000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50300000,EQUIPOS PARA EL HOGAR,2,"1,190",1.19,,50000000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50301000,EQUIPOS PARA COCINAR,3,"0,532",0.532,,50300000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50301015,COCINA A GAS,4,"0,053",0.053,,50301000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50301016,CONGELADOR,4,"0,078",0.078,,50301000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50301017,HELADERA,4,"0,311",0.311,,50301000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50301018,HORNO ELÉCTRICO,4,"0,053",0.053,,50301000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50301019,HORNO MICROONDAS,4,"0,035",0.035,,50301000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50302000,EQUIPOS PARA LIMPIEZA DEL HOGAR,3,"0,236",0.236,,50300000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50302020,LAVARROPAS AUTOMÁTICA,4,"0,071",0.071,,50302000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50302021,LAVARROPAS SEMIAUTOMÁTICA,4,"0,081",0.081,,50302000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50302022,SECADORA DE ROPA,4,"0,083",0.083,,50302000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50303000,EQUIPOS PARA CLIMATIZACIÓN,3,"0,309",0.309,,50300000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50303023,EQUIPO PARA CLIMATIZACIÓN,4,"0,309",0.309,,50303000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50304000,EQUIPOS PEQUEÑOS PARA LA LIMPIEZA,3,"0,029",0.029,,50300000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50304024,ASPIRADORA,4,"0,029",0.029,,50304000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50305000,OTROS EQUIPOS PEQUEÑOS PARA EL HOGAR,3,"0,085",0.085,,50300000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50305025,LICUADORA,4,"0,057",0.057,,50305000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50305026,PLANCHA ELÉCTRICA,4,"0,028",0.028,,50305000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50400000,REPARACIÓN DE EQUIPOS PARA EL HOGAR,2,"0,119",0.119,,50000000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50401000,SERVICIOS DE REPARACIÓN DE EQUIPOS PARA EL HOGAR,3,"0,119",0.119,,50400000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50401027,REPARACIÓN DE HELADERA,4,"0,051",0.051,,50401000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50401028,REPARACIÓN DE LAVARROPA,4,"0,068",0.068,,50401000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50500000,UTENSILIOS PARA EL HOGAR,2,"0,237",0.237,,50000000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50501000,UTENSILIOS PARA EL HOGAR,3,"0,183",0.183,,50500000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50501029,BOMBILLA,4,"0,025",0.025,,50501000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50501030,CACEROLA,4,"0,038",0.038,,50501000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50501031,TERMO PARA AGUA CALIENTE,4,"0,025",0.025,,50501000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50501032,TERMO PARA AGUA FRÍA,4,"0,037",0.037,,50501000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50501033,GUAMPA,4,"0,033",0.033,,50501000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50501034,JUEGO DE CUBIERTOS,4,"0,025",0.025,,50501000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50502000,VAJILLAS Y OTROS UTENSILIOS PARA EL HOGAR,3,"0,054",0.054,,50500000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50502035,PLATO,4,"0,026",0.026,,50502000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50502036,VASO,4,"0,028",0.028,,50502000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50600000,HERRAMIENTAS PARA EL HOGAR,2,"0,310",0.31,,50000000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50601000,HERRAMIENTAS PARA EL HOGAR,3,"0,043",0.043,,50600000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50601037,TALADRO ELÉCTRICO,4,"0,043",0.043,,50601000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50602000,OTROS ARTÍCULOS PARA EL HOGAR,3,"0,268",0.268,,50600000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50602038,FLUORESCENTE,4,"0,059",0.059,,50602000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50602039,FOCO DE BAJO CONSUMO,4,"0,164",0.164,,50602000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50602040,PILAS ALCALINAS,4,"0,046",0.046,,50602000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50700000,ARTÍCULOS PARA EL CUIDADO DEL HOGAR Y SERVICIO DOMÉSTICO,2,"4,797",4.797,,50000000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50701000,ARTÍCULOS DE HIGIENE PARA EL HOGAR,3,"1,612",1.612,,50700000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50701041,DETERGENTE LÍQUIDO,4,"0,040",0.04,,50701000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50701042,JABÓN EN BARRA PARA LAVAR ROPA,4,"0,033",0.033,,50701000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50701043,JABÓN EN POLVO PARA LAVAR ROPA,4,"0,380",0.38,,50701000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50701044,SUAVIZANTE PARA ROPAS,4,"0,033",0.033,,50701000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50701045,LAVANDINA,4,"0,278",0.278,,50701000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50701046,DESODORANTE DE AMBIENTE,4,"0,131",0.131,,50701000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50701047,INSECTICIDA,4,"0,105",0.105,,50701000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50701048,ESCOBA,4,"0,104",0.104,,50701000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50701049,ESPONJA,4,"0,070",0.07,,50701000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50701050,PALO PARA REPASAR,4,"0,041",0.041,,50701000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50701051,TRAPO DE PISO,4,"0,083",0.083,,50701000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50701052,VIRULANA,4,"0,078",0.078,,50701000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50701053,BOLSA PARA BASURA,4,"0,126",0.126,,50701000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50701054,FÓSFOROS,4,"0,035",0.035,,50701000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50701055,SERVILLETAS DE PAPEL,4,"0,036",0.036,,50701000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50701056,TOALLAS DE PAPEL PARA COCINA,4,"0,038",0.038,,50701000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50702000,SERVICIO DOMÉSTICO,3,"3,186",3.186,,50700000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
50702057,EMPLEADO DOMÉSTICO,4,"3,186",3.186,,50702000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60000000,GASTOS EN SALUD,1,"4,619",4.619,,0,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60100000,PRODUCTOS MEDICINALES Y OTROS ARTÍCULOS PARA LA SALUD,2,"2,375",2.375,,60000000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60101000,PRODUCTOS FARMACÉUTICOS,3,"1,984",1.984,,60100000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60101001,ANTIINFLAMATORIO,4,"0,069",0.069,,60101000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60101002,ANÁLGESICO Y ANTIPIRÉTICO,4,"0,234",0.234,,60101000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60101003,ANTIHISTAMÍNICO O ANTIALÉRGENICO,4,"0,092",0.092,,60101000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60101004,"ANTITUSIVO, EXPECTORANTE, BRONCODILATADOR",4,"0,119",0.119,,60101000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60101005,"PROTECTOR DÉRMICO, ANTISÉPTICO",4,"0,066",0.066,,60101000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60101006,ANTIBIÓTICO,4,"0,103",0.103,,60101000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60101007,ANTIHIPERTENSIVO,4,"0,313",0.313,,60101000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60101008,ANTIÁCIDO,4,"0,078",0.078,,60101000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60101009,"ANTIESPASMÓDICO, ANTIDIARRÉICO",4,"0,029",0.029,,60101000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60101010,ANTIDEPRESIVOS,4,"0,026",0.026,,60101000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60101011,ANTIARTRÓSICO,4,"0,086",0.086,,60101000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60101012,ANTIMICROBIANO OFTALMOLÓGICO,4,"0,052",0.052,,60101000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60101013,"HIPOLIPEMIANTES, HIPOCOLESTEROLEMIANTES",4,"0,054",0.054,,60101000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60101014,ANSIOLÍTICO,4,"0,055",0.055,,60101000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60101015,VITAMINAS Y MINERALES,4,"0,170",0.17,,60101000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60101016,ANTICONCEPTIVO,4,"0,024",0.024,,60101000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60101017,ANTIDIABÉTICO,4,"0,182",0.182,,60101000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60101018,INSULINA,4,"0,197",0.197,,60101000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60101019,PRODUCTOS MEDICINALES NATURALES,4,"0,033",0.033,,60101000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60102000,PRODUCTOS NO FARMACÉUTICOS,3,"0,049",0.049,,60100000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60102020,ALCOHOL RECTIFICADO,4,"0,049",0.049,,60102000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60103000,OTROS ARTÍCULOS PARA LA SALUD,3,"0,341",0.341,,60100000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60103021,ANTEOJOS RECETADOS POR MÉDICOS,4,"0,215",0.215,,60103000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60103022,LENTES DE CONTACTO RECETADOS POR MÉDICOS,4,"0,045",0.045,,60103000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60103023,APARATO DE TOMA DE PRESIÓN,4,"0,081",0.081,,60103000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60200000,"ATENCIÓN MÉDICA, ODONTOLÓGICA, SERVICIOS Y OTROS ARTÍCULOS PARA LA SALUD",2,"2,244",2.244,descripcion_armada_de_lineas_vecinas,60000000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60201000,ATENCIÓN MÉDICA,3,"0,213",0.213,,60200000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60201024,CONSULTA AL CLÍNICO,4,"0,055",0.055,,60201000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60201025,CONSULTA ESPECIALISTA,4,"0,115",0.115,,60201000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60201026,CONSULTA AL OCULISTA,4,"0,044",0.044,,60201000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
