codigo,descripcion,nivel,ponderacion_publicada,ponderacion,nota,padre,fuente,archivo_origen
60202000,ATENCIÓN ODONTOLÓGICA,3,"0,713",0.713,,60200000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60202027,EXTRACCIÓN SIMPLE,4,"0,049",0.049,,60202000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60202028,LIMPIEZA DE DIENTES,4,"0,056",0.056,,60202000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60202029,OBTURACIÓN,4,"0,081",0.081,,60202000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60202030,TRATAMIENTO DE CONDUCTO,4,"0,129",0.129,,60202000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60202031,TRATAMIENTO DE ORTODONCIA,4,"0,398",0.398,,60202000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60203000,SERVICIOS DE LABORATORIO,3,"0,182",0.182,,60200000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60203032,ANÁLISIS LABORATORIALES,4,"0,071",0.071,,60203000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60203033,ECOGRAFÍA,4,"0,037",0.037,,60203000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60203034,RADIOGRAFÍA SIMPLE,4,"0,039",0.039,,60203000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60203035,RESONANCIA MAGNÉTICA,4,"0,036",0.036,,60203000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60204000,OTROS SERVICIOS DE SALUD,3,"0,158",0.158,,60200000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60204036,FISIOTERAPIA O KINESIOLOGÍA,4,"0,062",0.062,,60204000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60204037,CONTROL CON NUTRICIONISTA,4,"0,096",0.096,,60204000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60205000,SERVICIOS HOSPITALARIOS,3,"0,976",0.976,,60200000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60205038,HONORARIOS POR INTERVENCIONES QUIRÚRGICAS,4,"0,820",0.82,,60205000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60205039,PARTO EN CESÁREA,4,"0,054",0.054,,60205000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
60205040,INTERNACIÓN,4,"0,103",0.103,,60205000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70000000,TRANSPORTE,1,"14,800",14.8,,0,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70100000,ADQUISICIÓN DE VEHÍCULOS,2,"4,907",4.907,,70000000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70101000,ADQUISICIÓN DE AUTOMÓVIL,3,"3,957",3.957,,70100000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70101001,AUTOMÓVIL,4,"3,957",3.957,,70101000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70102000,ADQUISICIÓN DE CAMIONETA,3,"0,710",0.71,,70100000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70102002,CAMIONETA TIPO FAMILIAR,4,"0,710",0.71,,70102000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70103000,ADQUISICIÓN DE MOTOCICLETA,3,"0,209",0.209,,70100000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70103003,MOTOCICLETA,4,"0,209",0.209,,70103000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70104000,ADQUISICIÓN DE BICICLETA,3,"0,031",0.031,,70100000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70104004,BICICLETA,4,"0,031",0.031,,70104000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70200000,"COMBUSTIBLES, REPUESTOS Y SERVICIOS DE MANTENIMIENTO Y REPARACIÓN DE EQUIPOS DE TRANSPORTE",2,"7,367",7.367,descripcion_armada_de_lineas_vecinas,70000000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70201000,REPUESTOS Y ACCESORIOS PARA VEHÍCULOS,3,"0,487",0.487,,70200000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70201005,AMORTIGUADOR,4,"0,048",0.048,,70201000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70201006,BATERÍA,4,"0,129",0.129,,70201000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70201007,CUBIERTA,4,"0,254",0.254,,70201000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70201008,FILTRO DE ACEITE,4,"0,055",0.055,,70201000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70202000,COMBUSTIBLES,3,"5,301",5.301,,70200000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70202009,GASOIL COMÚN,4,"1,364",1.364,,70202000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70202010,NAFTA COMÚN,4,"0,518",0.518,,70202000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70202011,NAFTA SÚPER,4,"2,529",2.529,,70202000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70202012,GASOIL ADITIVADO,4,"0,890",0.89,,70202000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70203000,LUBRICANTES,3,"0,050",0.05,,70200000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70203013,ACEITE LUBRICANTE,4,"0,050",0.05,,70203000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70204000,MANTENIMIENTO DE VEHÍCULOS,3,"1,288",1.288,,70200000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70204014,MANTENIMIENTO DE COCHE Y CAMIONETA,4,"0,043",0.043,,70204000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70204015,LAVADO DE VEHÍCULO,4,"0,186",0.186,,70204000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70204016,ALINEACIÓN Y BALANCEO,4,"0,105",0.105,,70204000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70204017,CAMBIO DE AMORTIGUADOR,4,"0,954",0.954,,70204000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70205000,OTROS GASTOS DE TRANSPORTE PRIVADO,3,"0,240",0.24,,70200000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70205018,ESTACIONAMIENTO,4,"0,058",0.058,,70205000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70205019,REGISTRO DE CONDUCTOR,4,"0,025",0.025,,70205000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70205020,HABILITACIÓN VEHICULAR,4,"0,157",0.157,,70205000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70300000,"TRANSPORTE PÚBLICO TERRESTRE, AÉREO, TAXIS Y TRANSPORTE ESCOLAR",2,"2,526",2.526,,70000000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70301000,TRANSPORTE URBANO DE PASAJEROS POR CARRETERA,3,"1,813",1.813,,70300000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70301021,ÓMNIBUS Y MICROS URBANOS,4,"1,497",1.497,,70301000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70301022,SERVICIOS DE TAXI,4,"0,181",0.181,,70301000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70301023,TRANSPORTE ESCOLAR,4,"0,135",0.135,,70301000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70302000,TRANSPORTE INTERURBANO DE PASAJEROS POR CARRETERA,3,"0,412",0.412,,70300000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70302024,MICROS INTERNOS DE MUNICIPIOS,4,"0,118",0.118,,70302000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70302025,ÓMNIBUS Y MICROS INTERURBANOS,4,"0,266",0.266,,70302000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70302026,ÓMNIBUS Y MICROS - INTERNACIONAL,4,"0,028",0.028,,70302000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70303000,TRANSPORTE AÉREO DE PASAJEROS,3,"0,238",0.238,,70300000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70303027,PASAJE EN AVIÓN,4,"0,238",0.238,,70303000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70304000,OTROS SERVICIOS DE TRANSPORTE,3,"0,063",0.063,,70300000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
70304028,SERVICIO DE GRÚA,4,"0,063",0.063,,70304000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
80000000,COMUNICACIONES,1,"3,955",3.955,,0,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
80100000,SERVICIOS POSTALES,2,"0,049",0.049,,80000000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
80101000,CORREO Y ENVÍO DE PAQUETES,3,"0,049",0.049,,80100000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
80101001,CORREO PRIVADO Y ENVÍO DE PAQUETES,4,"0,049",0.049,,80101000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
80200000,EQUIPOS TELEFÓNICOS,2,"0,519",0.519,,80000000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
80201000,EQUIPOS TELEFÓNICOS,3,"0,519",0.519,,80200000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
80201002,COMPRA DE EQUIPO MÓVIL,4,"0,519",0.519,,80201000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
80300000,SERVICIOS TELEFÓNICOS E INTERNET,2,"3,388",3.388,,80000000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
80301000,SERVICIOS DE TELÉFONOS FIJOS,3,"0,395",0.395,,80300000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
80301003,SERVICIO DE TELEFONÍA FIJA,4,"0,395",0.395,,80301000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
80302000,SERVICIOS DE TELÉFONOS MÓVILES,3,"2,356",2.356,,80300000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
80302004,SERVICIO DE TELEFONÍA MÓVIL,4,"2,356",2.356,,80302000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
80303000,SERVICIOS DE INTERNET,3,"0,636",0.636,,80300000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
80303005,SERVICIO DE INTERNET,4,"0,487",0.487,,80303000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
80303006,SERVICIO DE PAQUETE- INTERNET - CABLE,4,"0,149",0.149,,80303000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90000000,RECREACIÓN Y CULTURA,1,"6,701",6.701,,0,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90100000,"EQUIPOS AUDIOVISUALES, FOTOGRÁFICOS Y DE PROCESAMIENTO DE LA INFORMACIÓN",2,"0,759",0.759,descripcion_armada_de_lineas_vecinas,90000000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90101000,EQUIPO DE TELEVISIÓN,3,"0,462",0.462,,90100000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90101001,TELEVISOR,4,"0,462",0.462,,90101000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90102000,EQUIPO DE SONIDO,3,"0,066",0.066,,90100000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90102002,EQUIPO DE SONIDO (FIJO),4,"0,036",0.036,,90102000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90102003,EQUIPO DE SONIDO (PORTÁTIL),4,"0,030",0.03,,90102000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90103000,EQUIPOS INFORMÁTICOS,3,"0,153",0.153,,90100000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90103004,"COMPUTADOR PERSONAL, NOTEBOOK",4,"0,123",0.123,,90103000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90103005,TABLET,4,"0,030",0.03,,90103000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90104000,MEDIOS PARA GRABACIÓN,3,"0,053",0.053,,90100000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90104006,"MEMORIA USB, PENDRIVE, DISCO DURO EXTERNO",4,"0,053",0.053,,90104000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90105000,SERVICIOS DE REPARACIÓN DE EQUIPOS,3,"0,025",0.025,,90100000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90105007,"REPARACIÓN DE CELULARES, PC DE ESCRITORIO Y TV",4,"0,025",0.025,,90105000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90200000,INSTRUMENTOS MUSICALES,2,"0,046",0.046,,90000000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90201000,INSTRUMENTOS MUSICALES,3,"0,046",0.046,,90200000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90201008,GUITARRA,4,"0,046",0.046,,90201000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90300000,"JUGUETES, FLORES Y GASTO DE MASCOTAS",2,"1,521",1.521,,90000000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90301000,JUGUETES,3,"0,260",0.26,,90300000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90301009,"AUTITOS, COCHECITOS",4,"0,064",0.064,,90301000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90301010,MUÑECAS,4,"0,056",0.056,,90301000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90301011,BICICLETA PARA NIÑOS,4,"0,079",0.079,,90301000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90301012,CONSOLA DE VIDEOJUEGOS,4,"0,061",0.061,,90301000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90302000,ARTÍCULOS PARA DEPORTE,3,"0,127",0.127,,90300000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90302013,PELOTA DE FÚTBOL,4,"0,040",0.04,,90302000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90302014,BOTINES DE FÚTBOL,4,"0,087",0.087,,90302000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90303000,FLORES,3,"0,073",0.073,,90300000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90303015,FLORES NATURALES,4,"0,073",0.073,,90303000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90304000,GASTOS DE MASCOTAS,3,"0,706",0.706,,90300000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90304016,ALIMENTO PARA GATOS,4,"0,080",0.08,,90304000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90304017,ALIMENTO PARA PERROS,4,"0,626",0.626,,90304000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90305000,SERVICIOS VETERINARIOS,3,"0,356",0.356,,90300000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90305018,"SERVICIO DE CUIDADO PARA MASCOTAS (BAÑO, CORTE)",4,"0,227",0.227,,90305000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90305019,SERVICIO DE VETERINARIOS,4,"0,128",0.128,,90305000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90400000,"ENTRADAS A ESPECTÁCULOS Y CUOTAS A OTROS DEPORTES , CUOTAS DE TV CABLES Y AIRES",2,"2,495",2.495,descripcion_armada_de_lineas_vecinas,90000000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90401000,ENTRADAS A ACTIVIDADES DEPORTIVAS,3,"0,396",0.396,,90400000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90401020,ENTRADA A ENCUENTROS DE FUTBOL,4,"0,137",0.137,,90401000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90401021,GIMNASIO,4,"0,259",0.259,,90401000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90402000,ENTRADAS A ACTIVIDADES DE RECREACIÓN Y CULTURALES,3,"0,440",0.44,,90400000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90402022,ENTRADA A CINE,4,"0,218",0.218,,90402000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90402023,ENTRADA A DISCOTECA,4,"0,222",0.222,,90402000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90403000,SERVICIOS DE TELEVISIÓN PAGADA,3,"1,618",1.618,,90400000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90403024,SERVICIOS DE TELEVISIÓN PAGADA,4,"1,618",1.618,,90403000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90404000,SERVICIOS FOTOGRÁFICOS,3,"0,041",0.041,,90400000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90404025,SERVICIOS FOTOGRÁFICOS,4,"0,041",0.041,,90404000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90500000,MATERIALES DE LECTURA Y ÚTILES ESCOLARES,2,"0,847",0.847,,90000000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90501000,"LIBROS, ENCICLOPEDIAS Y NOVELAS",3,"0,337",0.337,,90500000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90501026,LIBROS DE TEXTO,4,"0,141",0.141,,90501000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90501027,LIBROS UNIVERSITARIOS,4,"0,080",0.08,,90501000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90501028,"ENCICLOPEDIA, DICCIONARIO",4,"0,041",0.041,,90501000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90501029,"LIBROS COMPLEMENTARIOS, NOVELAS, CUENTOS",4,"0,075",0.075,,90501000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90502000,REVISTAS Y PERIÓDICOS,3,"0,258",0.258,,90500000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90502030,PERIÓDICOS,4,"0,258",0.258,,90502000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90503000,ÚTILES ESCOLARES,3,"0,252",0.252,,90500000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90503031,CUADERNO CORRIENTE,4,"0,061",0.061,,90503000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90503032,CUADERNO UNIVERSITARIO,4,"0,049",0.049,,90503000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90503033,BOLÍGRAFO,4,"0,049",0.049,,90503000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90503034,"LÁPIZ DE PAPEL, LÁPICES DE COLORES",4,"0,044",0.044,,90503000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90503035,"HOJAS BLANCAS TAMAÑO CARTA, OFICIO, A4",4,"0,044",0.044,,90503000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90503036,PEGAMENTO,4,"0,004",0.004,,90503000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90600000,VACACIONES Y TURISMO,2,"1,033",1.033,,90000000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90601000,VACACIONES Y TURISMO,3,"1,033",1.033,,90600000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90601037,PAQUETE TURÍSTICO AL EXTERIOR TODO INCLUÍDO,4,"0,998",0.998,,90601000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
90601038,PAQUETE TURÍSTICO AL INTERIOR TODO INCLUÍDO,4,"0,035",0.035,,90601000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
100000000,EDUCACIÓN,1,"4,772",4.772,,0,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
100100000,GASTOS EN EDUCACIÓN PREESCOLAR Y PRIMARIA,2,"1,385",1.385,,100000000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
100101000,NIVEL PREESCOLAR,3,"0,245",0.245,,100100000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
100101001,EDUCACIÓN PREESCOLAR,4,"0,245",0.245,,100101000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
100102000,NIVEL PRIMARIO,3,"1,140",1.14,,100100000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
100102002,EDUCACIÓN PRIMARIA,4,"1,140",1.14,,100102000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
100200000,GASTOS EN EDUCACIÓN SECUNDARIA,2,"0,486",0.486,,100000000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
100201000,NIVEL MEDIO O SECUNDARIO,3,"0,486",0.486,,100200000,"BCP, Metodología IPC base dic-2017, Anexo 2",raw/bcp_metodologia_ipc_base_dic2017.pdf
